Primary category name,Secondary category name,Tertiary category name,attribute,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,,
Baby clothing,Baby wear,Cloak/cloak,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Cloak/cloak,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Cloak/cloak,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Sweater / Fleece,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Sweater / Fleece,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Sweater / Fleece,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Sweater / Fleece,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Sweater / Fleece,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Sweater / Fleece,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,T-shirt / top,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,T-shirt / top,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,T-shirt / top,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,T-shirt / top,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,T-shirt / top,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,T-shirt / top,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Vest / vest,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Vest / vest,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Vest / vest,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Vest / vest,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Vest / vest,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Vest / vest,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Big PP pants,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Big PP pants,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Big PP pants,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Big PP pants,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Big PP pants,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Big PP pants,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Apron,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Apron,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Apron,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Apron,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Apron,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Apron,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Anti-dressing / gown / sleeve / bib,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Anti-dressing / gown / sleeve / bib,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Anti-dressing / gown / sleeve / bib,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Anti-dressing / gown / sleeve / bib,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Anti-dressing / gown / sleeve / bib,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Anti-dressing / gown / sleeve / bib,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Anti-grab gloves/baby socks,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Anti-grab gloves/baby socks,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Anti-grab gloves/baby socks,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Anti-grab gloves/baby socks,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Anti-grab gloves/baby socks,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Anti-grab gloves/baby socks,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Ha Yi / romper / jumpsuit,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Ha Yi / romper / jumpsuit,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Ha Yi / romper / jumpsuit,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Ha Yi / romper / jumpsuit,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Ha Yi / romper / jumpsuit,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Ha Yi / romper / jumpsuit,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Umbilical cord,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Umbilical cord,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Umbilical cord,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Umbilical cord,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Umbilical cord,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Umbilical cord,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Open pants / big PP pants,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Open pants / big PP pants,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Open pants / big PP pants,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Open pants / big PP pants,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Open pants / big PP pants,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Open pants / big PP pants,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,pants,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,pants,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,pants,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,pants,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,pants,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,pants,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Cotton/down jacket,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Cotton/down jacket,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Cotton/down jacket,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Cotton/down jacket,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Cotton/down jacket,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Cotton/down jacket,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Other close-fitting,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Other close-fitting,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Other close-fitting,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Other close-fitting,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Other close-fitting,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Other close-fitting,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Other outing suits,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Other outing suits,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Other outing suits,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Other outing suits,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Other outing suits,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Other outing suits,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,coat,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,coat,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,coat,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,coat,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,coat,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,coat,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby t-shirt,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Baby t-shirt,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby t-shirt,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby t-shirt,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby t-shirt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Baby t-shirt,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby step shoes / toddler shoes,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Baby step shoes / toddler shoes,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby step shoes / toddler shoes,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby step shoes / toddler shoes,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby step shoes / toddler shoes,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby clothing,Baby wear,Baby step shoes / toddler shoes,Size,0-12 mouth,0-6 mouth,3-4 years,5 years,6 years,1-2 years,8 years,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby gift box,Material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
Baby clothing,Baby wear,Baby gift box,style,active,fashion,novelty,streetwear,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby gift box,gender,boy,girl,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby clothing,Baby wear,Baby gift box,pattern type,solid,animal,cartoon,floral,geometric,leopard,letter,patchwork,plaid,dot,print ,striped,Paisley,,,,,,,,,,,,,,,,,
